date_long,year,id_no,country,region,source,latitude,longitude,magnitude_body,magnitude_surface,depth,yield_lower,yield_upper,purpose,name,type
19650716,1965,65056,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,IZZEP.,SHAFT
19650722,1965,65057,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,PONGEE,SHAFT
19650723,1965,65032,USA,NTS,ISC,37.06,-116.03,5.4,0,0,20,200,WEAPONS DEVELOPMENT PROGRAM,BRONZE,SHAFT
19650729,1965,65033,USSR,SEMI KAZAKH,ISC,50.4,77.9,4.5,0,0,0.001,20,SOVIET NUCLEAR STUDY,NA,TUNNEL
19650806,1965,65034,USA,NTS,ISC,37.02,-116.11,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,MAUVE,SHAFT
19650821,1965,65058,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,TICKING,SHAFT
19650827,1965,65035,USA,NTS,ISC,37.08,-116.04,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,CENTAUR,SHAFT
19650901,1965,65036,USA,NTS,ISC,36.98,-115.99,4.2,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,MOA/SCREAMER,SHAFT
19650910,1965,65037,UK,NTS,ISC,36.98,-115.99,5.1,0,0,20,200,WEAPONS DEVELOPMENT PROGRAM,CHARCOAL,SHAFT
19650917,1965,65038,USSR,SEMI KAZAKH,ISC,49.78,78.15,5.2,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19650917,1965,65039,USA,NTS,ISC,37.06,-116.02,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,ELKHART,SHAFT
19651001,1965,65040,FRANCE,IN ECKER ALG,DOE,24,5,0,0,0,0,5,WEAPONS DEVELOPMENT PROGRAM,CORINDON,GALLERY
19651008,1965,65041,USSR,SEMI KAZAKH,ISC,49.92,78.17,5.4,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19651014,1965,65042,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,1.1,1.1,PEACEFUL NUCLEAR EXPLOSION,SARY-UZEN,SHAFT
19651029,1965,65043,USA,AMCHITKA AK,ISC,51.61,179.22,6.1,0,0,80,80,PEACEFUL NUCLEAR EXPLOSION,LONG SHOT,SHAFT
19651112,1965,65044,USA,NTS,ISC,37.03,-116.01,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,SEPIA,SHAFT
19651121,1965,65045,USSR,SEMI KAZAKH,ISC,49.86,78.04,5.6,0,0,29,29,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19651123,1965,65059,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,KERMET,SHAFT
19651201,1965,65046,FRANCE,IN ECKER ALG,ISC,24.04,5.03,4.9,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,TOURMALINE,GALLERY
19651203,1965,65047,USA,NTS,ISC,37.13,-116.02,5.6,0,0,20,200,WEAPONS DEVELOPMENT PROGRAM,CORDUROY,SHAFT
19651216,1965,65048,USA,NTS,ISC,37.08,-116.03,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,EMERSON,SHAFT
19651216,1965,65049,USA,NTS,ISC,37.02,-116.05,5.3,0,0,20,200,BRITISH/FRENCH/US NUCLEAR STUDY,BUFF,SHAFT
19651224,1965,65050,USSR,SEMI KAZAKH,ISC,49.9,78.1,5.2,0,0,0.001,20,PEACEFUL NUCLEAR EXPLOSION,NA,TUNNEL
19660113,1966,66001,USA,NTS,ISC,37.17,-116.02,0,0,0,0,20,BRITISH/FRENCH/US NUCLEAR STUDY,MAXWELL,SHAFT
19660118,1966,66002,USA,NTS,ISC,37.1,-116.05,0,0,0,20,200,BRITISH/FRENCH/US NUCLEAR STUDY,LAMPBLACK,SHAFT
19660118,1966,66064,USA,NTS,DOE,37,-116,0,0,0,0,20,BRITISH/FRENCH/US NUCLEAR STUDY,SIENNA,SHAFT
19660121,1966,66003,USA,NTS,ISC,37.03,-115.97,0,0,0,0,20,BRITISH/FRENCH/US NUCLEAR STUDY,DOVEKIE,SHAFT
19660122,1966,66065,USA,NTS,DOE,37,-116,0,0,0,0,20,BRITISH/FRENCH/US NUCLEAR STUDY,REO,SHAFT
19660203,1966,66004,USA,NTS,ISC,37.07,-116.1,0,0,0,0,20,BRITISH/FRENCH/US NUCLEAR STUDY,PLAID II,SHAFT
19660213,1966,66005,USSR,SEMI KAZAKH,ISC,49.77,78.1,6.1,0,0,125,125,PEACEFUL NUCLEAR EXPLOSION,NA,TUNNEL
19660216,1966,66006,FRANCE,IN ECKER ALG,ISC,24,5,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,GRENAT,GALLERY
19660224,1966,66007,USA,NTS,ISC,37.17,-116.42,0,0,0,19,19,WEAPONS DEVELOPMENT PROGRAM,REX,SHAFT
19660305,1966,66008,USA,NTS,ISC,37.15,-116.11,0,0,0,0,20,BRITISH/FRENCH/US NUCLEAR STUDY,REDHOT,TUNNEL
19660307,1966,66009,USA,NTS,ISC,36.94,-116.13,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,FINFOOT/CINNAMO,SHAFT
19660312,1966,66010,USA,NTS,ISC,37.08,-116.09,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,CLYMER,SHAFT
19660318,1966,66011,USA,NTS,ISC,36.9,-116.15,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,PURPLE,SHAFT
19660320,1966,66012,USSR,SEMI KAZAKH,ISC,49.72,78.07,6.6,0,0,100,100,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19660324,1966,66013,USA,NTS,ISC,37.05,-116.16,0,0,0,0,20,PEACEFUL NUCLEAR EXPLOSION,TEMPLAR,SHAFT
19660401,1966,66014,USA,NTS,ISC,37.05,-115.88,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,LIME,SHAFT
19660406,1966,66015,USA,NTS,ISC,37.08,-116.13,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,STUTZ,SHAFT
19660407,1966,66016,USA,NTS,ISC,36.95,-116.01,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,TOMATO,SHAFT
19660414,1966,66017,USA,NTS,ISC,37.2,-116.45,0,0,0,70,70,WEAPONS DEVELOPMENT PROGRAM,DURYEA,SHAFT
19660421,1966,66018,USSR,SEMI KAZAKH,ISC,49.86,78.2,6.1,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19660422,1966,66063,USSR,AZGIR KAZAKH,DIS,47.9,47.7,0,0,0,1.1,1.1,PEACEFUL NUCLEAR EXPLOSION,NA,SHAFT
19660423,1966,66071,USA,NTS,DOE,37,-116,0,0,0,1.4,1.4,WEAPONS DEVELOPMENT PROGRAM,FENTON,SHAFT
19660425,1966,66019,USA,NTS,ISC,36.82,-115.96,0,0,0,0,20,BRITISH/FRENCH/US NUCLEAR STUDY,PINSTRIPE,SHAFT
19660429,1966,66066,USA,NTS,DOE,37,-116,0,0,0,0,20,US/FRANCE NUCLEAR SAFETY TESTING,OCHRE,SHAFT
19660504,1966,66020,USA,NTS,ISC,37.17,-115.96,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,TRAVELER,SHAFT
19660505,1966,66021,USA,NTS,ISC,36.98,-116.04,4.4,0,0,12,12,WEAPONS DEVELOPMENT PROGRAM,CYCLAMEN,SHAFT
19660506,1966,66022,USA,NTS,ISC,37.32,-116.32,5.4,0,0,73,73,WEAPONS DEVELOPMENT PROGRAM,CHARTREUSE,SHAFT
19660507,1966,66023,USSR,SEMI KAZAKH,ISC,49.74,77.95,4.8,0,0,4,4,PEACEFUL NUCLEAR EXPLOSION,NA,TUNNEL
19660509,1966,66076,CHINA,LOP NOR,DOE,41.5,89,0,0,0,250,250,WEAPONS DEVELOPMENT PROGRAM,NA,AIRDROP
19660512,1966,66024,USA,NTS,ISC,37.08,-116.14,4.3,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,TAPESTRY,SHAFT
19660513,1966,66025,USA,NTS,ISC,37.09,-116,5.6,0,0,20,200,WEAPONS DEVELOPMENT PROGRAM,PIRANHA,SHAFT
19660519,1966,66026,USA,NTS,ISC,37.11,-116.03,5.9,0,0,20,200,WEAPONS DEVELOPMENT PROGRAM,DUMONT,SHAFT
19660527,1966,66027,USA,NTS,ISC,37.16,-116.14,5,0,0,22,22,BRITISH/FRENCH/US NUCLEAR STUDY,DISCUS THROWER,SHAFT
19660602,1966,66028,USA,NTS,ISC,37.2,-116,5.6,0,0,62,62,BRITISH/FRENCH/US NUCLEAR STUDY,PILE DRIVER,TUNNEL
19660603,1966,66029,USA,NTS,ISC,37.03,-116.01,5.7,0,0,20,200,WEAPONS DEVELOPMENT PROGRAM,TAN,SHAFT
19660610,1966,66030,USA,NTS,ISC,36.98,-116.03,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,PUCE,SHAFT
19660615,1966,66031,USA,NTS,DOE,37,-116.1,0,0,0.35,0,20,BRITISH/FRENCH/US NUCLEAR STUDY,DOUBLE PLAY,TUNNEL
19660615,1966,66032,USA,NTS,DOE,37,-116,0,0,0.5,20,200,WEAPONS DEVELOPMENT PROGRAM,KANKAKEE,SHAFT
19660625,1966,66033,USA,NTS,ISC,37.1,-116.1,0,0,0,25,25,PEACEFUL NUCLEAR EXPLOSION,VULCAN,SHAFT
19660629,1966,66034,USSR,SEMI KAZAKH,ISC,49.92,78.06,5.6,0,0,20,150,PEACEFUL NUCLEAR EXPLOSION,NA,TUNNEL
19660630,1966,66035,USA,NTS,ISC,37.32,-116.28,6.1,0,0,365,365,WEAPONS DEVELOPMENT PROGRAM,HALFBEAK,SHAFT
19660702,1966,66036,FRANCE,MURUHOA,DOE,-22,-139,0,0,0,0,200,WEAPONS DEVELOPMENT PROGRAM,ALDEBARAN,BARGE
19660719,1966,66037,FRANCE,MURUROA,DOE,-22,-139,0,0,0,0,200,WEAPONS DEVELOPMENT PROGRAM,TAMOURE,AIRDROP
19660721,1966,66038,USSR,SEMI KAZAKH,ISC,50,78,5.9,0,0,20,150,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19660721,1966,66072,FRANCE,MURUROA,SPA,-22,-139,0,0,0,0,0,US/FRANCE NUCLEAR SAFETY TESTING,GANYMEDE,TOWER
19660728,1966,66039,USA,NTS,ISC,37,-115.89,0,0,0,0,20,PEACEFUL NUCLEAR EXPLOSION,SAXON,SHAFT
19660805,1966,66040,USSR,SEMI KAZAKH,ISC,49.83,78.05,5.4,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19660810,1966,66041,USA,NTS,ISC,37.3,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,ROVENA,SHAFT
19660812,1966,66067,USA,NTS,DOE,37,-116,0,0,0,0,20,US/FRANCE NUCLEAR SAFETY TESTING,TANGERINE,SHAFT
19660819,1966,66042,USSR,SEMI KAZAKH,ISC,50.5,77.86,5.1,0,0,0.001,20,PEACEFUL NUCLEAR EXPLOSION,NA,TUNNEL
19660907,1966,66043,USSR,SEMI KAZAKH,ISC,49.9,77.92,4.8,0,0,0.001,20,SOVIET NUCLEAR STUDY,NA,TUNNEL
19660911,1966,66044,FRANCE,MURUROA,DOE,-22,-139,0,0,0,0,200,WEAPONS DEVELOPMENT PROGRAM,BETELGEUSE,BALLOON
19660912,1966,66045,USA,NTS,ISC,36.84,-115.92,4.6,0,0,7.8,7.8,BRITISH/FRENCH/US NUCLEAR STUDY,DERRINGER,SHAFT
19660923,1966,66046,USA,NTS,ISC,37.13,-116.02,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,DAIQUIRI,SHAFT
19660924,1966,66047,FRANCE,FANGATAUFA,DOE,-22,-139,0,0,0,0,200,WEAPONS DEVELOPMENT PROGRAM,RIGEL,BARGE
19660929,1966,66048,USA,NTS,ISC,37.12,-115.98,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,NEWARK,SHAFT
19660930,1966,66049,USSR,UZBEK,UGS,38.8,64.5,5.1,0,0,30,30,PEACEFUL NUCLEAR EXPLOSION,NA,SHAFT
19661004,1966,66050,FRANCE,MURUROA,DOE,-22,-139,0,0,0,200,1000,WEAPONS DEVELOPMENT PROGRAM,SIRIUS,BARGE
19661015,1966,66068,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,KHAKI,SHAFT
19661019,1966,66051,USSR,SEMI KAZAKH,ISC,49.77,78.03,6.3,0,0,20,150,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19661027,1966,66052,CHINA,LOP NOR,DOE,41.5,89,0,0,0,12,12,WEAPONS DEVELOPMENT PROGRAM,NA,ROCKET
19661027,1966,66053,USSR,NZ RUSS,ISC,73.4,54.57,6.4,0,0,150,1500,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19661027,1966,66073,USSR,NZ RUSS,MTM,73,55,0,0,0,150,1500,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19661029,1966,66074,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19661105,1966,66054,USA,NTS,ISC,37.17,-115.96,0,0,0,0,20,PEACEFUL NUCLEAR EXPLOSION,SIMMS,SHAFT
19661111,1966,66055,USA,NTS,ISC,37.1,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,AJAX,SHAFT
19661118,1966,66056,USA,NTS,ISC,37,-116.07,0,0,0,0,20,BRITISH/FRENCH/US NUCLEAR STUDY,CEEISE,SHAFT
19661119,1966,66075,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19661122,1966,66069,USA,NTS,DOE,37,-116,0,0,0,0,20,US/FRANCE NUCLEAR SAFETY TESTING,VIGIL,SHAFT
19661203,1966,66057,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,SHAFT
19661203,1966,66058,USA,HATTIESE MS,DOE,31,-89,0,0,0.9,0.38,0.38,PEACEFUL NUCLEAR EXPLOSION,STERLING,SHAFT
19661213,1966,66059,USA,NTS,ISC,36.82,-115.96,4.6,0,0,0,20,BRITISH/FRENCH/US NUCLEAR STUDY,NEWPOINT,SHAFT
19661213,1966,66070,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,SIDECAR,SHAFT
19661218,1966,66060,USSR,SEMI KAZAKH,ISC,49.92,77.76,5.8,0,0,20,150,PEACEFUL NUCLEAR EXPLOSION,NA,SHAFT
19661220,1966,66061,USA,NTS,ISC,37.32,-116.36,6.3,0,0,870,870,WEAPONS DEVELOPMENT PROGRAM,GREELEY,SHAFT
19661228,1966,66062,CHINA,LOP NOR,DOE,41.5,89,0,0,0,122,122,WEAPONS DEVELOPMENT PROGRAM,NA,TOWER
19670118,1967,67050,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,RIVET 1,SHAFT
19670119,1967,67001,USA,NTS,ISC,37.14,-116.18,5.3,0,0,39,39,WEAPONS DEVELOPMENT PROGRAM,NASH,SHAFT
19670120,1967,67002,USA,NTS,ISC,37.08,-116.01,5.3,0,0,20,200,WEAPONS DEVELOPMENT PROGRAM,BOURBON,SHAFT
19670126,1967,67051,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,RIVET 2,SHAFT
19670130,1967,67063,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19670208,1967,67003,USA,NTS,ISC,37.11,-116.1,4.6,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,WARD,SHAFT
19670223,1967,67004,USA,NTS,ISC,36.91,-115.91,4.4,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,PERSIMMON,SHAFT
19670223,1967,67005,USA,NTS,ISC,37.16,-116.07,5.6,0,0,20,200,WEAPONS DEVELOPMENT PROGRAM,AGILE,SHAFT
19670226,1967,67006,USSR,SEMI KAZAKH,ISC,49.79,78.14,6,0,0,20,150,SOVIET NUCLEAR STUDY,NA,TUNNEL
19670302,1967,67007,USA,NTS,ISC,37.11,-116.11,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,RIVET III,SHAFT
19670303,1967,67052,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,MUSHROOM,SHAFT
19670310,1967,67053,USA,NTS,DOE,37,-116,0,0,0,0,20,US/FRANCE NUCLEAR SAFETY TESTING,FIZZ,SHAFT
19670325,1967,67008,USSR,SEMI KAZAKH,ISC,49.78,78.06,5.3,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19670404,1967,67054,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,OAKLAND,SHAFT
19670406,1967,67055,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,HELLMAN,SHAFT
19670407,1967,67009,USA,NTS,ISC,36.92,-116.42,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,FAWN,SHAFT
19670420,1967,67010,USSR,SEMI KAZAKH,ISC,49.76,78.23,6.3,0,0,20,150,PEACEFUL NUCLEAR EXPLOSION,NA,TUNNEL
19670421,1967,67011,USA,NTS,ISC,36.98,-116.08,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,CHOCOLATE,SHAFT
19670427,1967,67012,USA,NTS,ISC,37.1,-116.1,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,EFFENDI,SHAFT
19670510,1967,67013,USA,NTS,ISC,37.04,-116.02,4.9,0,0,20,200,WEAPONS DEVELOPMENT PROGRAM,MICKEY,SHAFT
19670520,1967,67014,USA,NTS,ISC,37.16,-116.06,5.8,0,0,250,250,WEAPONS DEVELOPMENT PROGRAM,COMMODORE,SHAFT
19670523,1967,67015,USA,NTS,ISC,37.27,-116.35,5.7,0,0,155,155,WEAPONS DEVELOPMENT PROGRAM,SCOTCH,SHAFT
19670526,1967,67016,USA,NTS,ISC,37.21,-116.5,5.4,0,0,76,76,WEAPONS DEVELOPMENT PROGRAM,KNICKERBOCKER,SHAFT
19670526,1967,67056,USA,NTS,DOE,37,-116,0,0,0,0,20,US/FRANCE NUCLEAR SAFETY TESTING,ABSINTHE,SHAFT
19670528,1967,67017,USSR,SEMI KAZAKH,ISC,49.81,78.11,5.4,0,0,0,20,PEACEFUL NUCLEAR EXPLOSION,NA,TUNNEL
19670605,1967,67018,FRANCE,MURUEOA,DOE,-22,-139,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,ALTAIR,BALLOON
19670617,1967,67019,CHINA,LOP NOR,ISC,40.8,89.4,4.7,0,0,3300,3300,WEAPONS DEVELOPMENT PROGRAM,NA,AIRDROP
19670622,1967,67020,USA,NTS,ISC,37,-115.95,0,0,0,0,20,PEACEFUL NUCLEAR EXPLOSION,SWITCH,SHAFT
19670626,1967,67021,USA,NTS,ISC,37.15,-116.23,0,0,0,0,20,BRITISH/FRENCH/US NUCLEAR STUDY,MIDIMIST,TUNNEL
19670627,1967,67022,FRANCE,MURUROA,DOE,-22,-139,0,0,0,0,200,WEAPONS DEVELOPMENT PROGRAM,ANTARES,BALLOON
19670629,1967,67023,USSR,SEMI KAZAKH,ISC,49.87,78.1,5.3,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19670629,1967,67024,USA,NTS,ISC,37,-116.06,4.6,0,0,10,10,BRITISH/FRENCH/US NUCLEAR STUDY,UMBER,SHAFT
19670702,1967,67025,FRANCE,MURUROA,DOE,-22,-139,0,0,0,0,200,WEAPONS DEVELOPMENT PROGRAM,ARCTURUS,BARGE
19670714,1967,67057,USA,NTS,DOE,37,-116,0,0,0,0,20,US/FRANCE NUCLEAR SAFETY TESTING,VITO,SHAFT
19670715,1967,67026,USSR,SEMI KAZAKH,ISC,49.88,78.16,5.4,0,0,0.001,20,PEACEFUL NUCLEAR EXPLOSION,NA,TUNNEL
19670727,1967,67027,USA,NTS,ISC,37.07,-116.04,5,0,0,20,200,WEAPONS DEVELOPMENT PROGRAM,STANLEY,SHAFT
19670804,1967,67028,USSR,SEMI KAZAKH,ISC,49.82,78.05,5.3,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19670804,1967,67048,USA,NTS,DIS,37.01,-116.15,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,GIBSON,SHAFT
19670810,1967,67029,USA,NTS,ISC,37.18,-116.05,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,WASHER,SHAFT
19670818,1967,67030,USA,NTS,ISC,36.96,-116.04,4.6,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,BORDEAUX,SHAFT
19670824,1967,67058,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,LEXINGTON,SHAFT
19670831,1967,67031,USA,NTS,ISC,37.12,-116.12,5,0,0,0,20,BRITISH/FRENCH/US NUCLEAR STUDY,DOOR MIST,TUNNEL
19670902,1967,67064,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,BRITISH/FRENCH/US NUCLEAR STUDY,NA,TUNNEL
19670907,1967,67032,USA,NTS,ISC,37.07,-116.07,5,0,0,20,200,BRITISH/FRENCH/US NUCLEAR STUDY,YARD,SHAFT
19670915,1967,67059,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,GILROY,SHAFT
19670916,1967,67033,USSR,SEMI KAZAKH,ISC,50.01,77.8,5.3,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,SHAFT
19670921,1967,67034,USA,NTS,ISC,37,-116.12,0,0,0,2.2,2.2,PEACEFUL NUCLEAR EXPLOSION,MARVEL,SHAFT
19670922,1967,67035,USSR,SEMI KAZAKH,ISC,50.02,77.72,5.2,0,0,10,10,WEAPONS DEVELOPMENT PROGRAM,NA,SHAFT
19670927,1967,67036,USA,NTS,ISC,37.1,-116,5.7,0,0,20,200,WEAPONS DEVELOPMENT PROGRAM,ZAZA,SHAFT
19671006,1967,67049,USSR,TYUMEN RUSS,DIS,57.69,65.27,0,0,0,0.3,0.3,PEACEFUL NUCLEAR EXPLOSION,TAVDA,SHAFT
19671017,1967,67037,USSR,SEMI KAZAKH,ISC,49.8,78.03,5.6,0,0,0.001,20,PEACEFUL NUCLEAR EXPLOSION,NA,TUNNEL
19671018,1967,67038,USA,NTS,ISC,37.09,-116.03,5.7,0,0,20,200,WEAPONS DEVELOPMENT PROGRAM,ANPHER,SHAFT
19671021,1967,67039,USSR,NZ RUSS,ISC,73.4,54.42,5.9,0,0,20,1500,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19671025,1967,67040,USA,NTS,ISC,36.99,-116.03,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,SAZERAC,SHAFT
19671025,1967,67060,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,COGNAC,SHAFT
19671025,1967,67061,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,WORTH,SHAFT
19671030,1967,67041,USSR,SEMI KAZAKH,ISC,49.81,78.02,5.3,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19671108,1967,67042,USA,NTS,ISC,37.02,-116.06,5.1,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,COBBLER,SHAFT
19671122,1967,67043,USSR,SEMI KAZAKH,ISC,49.93,77.4,4.8,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,SHAFT
19671206,1967,67062,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,POLKA,SHAFT
19671208,1967,67044,USSR,SEMI KAZAKH,ISC,49.88,78.21,5.4,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19671210,1967,67045,USA,FARMINGT NM,ISC,36.67,-107.17,4.8,0,0,29,29,PEACEFUL NUCLEAR EXPLOSION,GASBUGGY,SHAFT
19671215,1967,67046,USA,NTS,ISC,37.01,-116.07,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,STILT,SHAFT
19671224,1967,67047,CHINA,LOP NOR,DOE,41.5,89,0,0,0,15,25,WEAPONS DEVELOPMENT PROGRAM,NA,AIRDROP
19680107,1968,68001,USSR,SEMI KAZAKH,ISC,49.74,78.32,5.1,0,0,0.001,20,PEACEFUL NUCLEAR EXPLOSION,NA,TUNNEL
19680118,1968,68002,USA,NTS,ISC,37.23,-116.19,0,0,0,7.4,7.4,BRITISH/FRENCH/US NUCLEAR STUDY,HUPMOBILE,SHAFT
19680119,1968,68003,USA,NTS,ISC,37.18,-114.12,0,0,0,20,200,WEAPONS DEVELOPMENT PROGRAM,STACCATO,SHAFT
19680119,1968,68004,USA,C. NEVADA,DOE,38.65,-116.2,6.3,0,0,200,1000,WEAPONS DEVELOPMENT PROGRAM,FAULTLESS,SHAFT
19680124,1968,68063,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,BRUSH,SHAFT
19680126,1968,68005,USA,NTS,ISC,37.24,-116.45,0,0,0,2.3,2.3,PEACEFUL NUCLEAR EXPLOSION,CABRIOLET,CRATER
19680131,1968,68057,USA,NTS,DIS,36.89,-116.12,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,MALLET,SHAFT
19680221,1968,68006,USA,NTS,ISC,37.1,-116.02,5.8,0,0,20,200,WEAPONS DEVELOPMENT PROGRAM,KNOX,SHAFT
19680221,1968,68064,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,TORCH,SHAFT
19680229,1968,68007,USA,NTS,ISC,37.12,-116.2,5,0,0,0,20,BRITISH/FRENCH/US NUCLEAR STUDY,DORSALFIN,TUNNEL
19680305,1968,68065,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,RUSSET,SHAFT
19680312,1968,68008,USA,NTS,ISC,37.03,-116.38,0,0,0,1.1,1.1,PEACEFUL NUCLEAR EXPLOSION,BUGGY A-E,CRATER
19680314,1968,68009,USA,NTS,DOE,37,-116,0,0,0.2,1.5,1.5,WEAPONS DEVELOPMENT PROGRAM,POMMARD,SHAFT
19680322,1968,68010,USA,NTS,ISC,37.3,-116.27,5.6,0,0,20,200,WEAPONS DEVELOPMENT PROGRAM,STINGER,SHAFT
19680325,1968,68015,USA,NTS,ISC,36.83,-115.93,0,0,0,0,20,BRITISH/FRENCH/US NUCLEAR STUDY,MILK SHAKE,SHAFT
19680404,1968,68066,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,BEVEL,SHAFT
19680410,1968,68016,USA,NTS,ISC,37.12,-116.08,4.6,0,0,0,200,WEAPONS DEVELOPMENT PROGRAM,NOOR/THROW,SHAFT
19680418,1968,68017,USA,NTS,ISC,37.1,-116.07,4.9,0,0,20,200,WEAPONS DEVELOPMENT PROGRAM,SHUFFLE,SHAFT
